PLAYER_ID,PLAYER_NAME,PTS,REB,AST,STL,BLK,TOV
1630541,"Moses Moody",12.1,3.3,1.6,1,0.6,1
1631338,"Mouhamadou Gueye",8,3,3,1,0.5,1.5
1631243,"Mouhamed Gueye",4.4,3.6,0.9,0.8,0.5,0.4
1630619,"Moussa Cisse",4.5,5.7,0.2,0.5,1.2,0.8
1631217,"Moussa Diabaté",7.9,8.7,1.9,0.8,1,1
1626167,"Myles Turner",11.9,5.3,1.5,0.7,1.6,1.2
1642066,"Myron Gardner",3.6,2.7,1,0.4,0.2,0.4
1642368,"N'Faly Dante",0.8,1.8,0,0.5,0,0.3
1641772,"Nae'Qwan Tomlin",5.8,2.9,0.8,0.6,0.5,0.5
1630230,"Naji Marshall",15.2,4.7,3.3,1.1,0.1,1.6
1631466,"Nate Williams",8,2.1,1,0.4,0,1.1
1629675,"Naz Reid",13.6,6.2,2.2,1,1,1.6
1629674,"Neemias Queta",10.2,8.4,1.7,0.8,1.3,1
1629651,"Nic Claxton",11.7,6.9,3.7,0.7,1.1,1.4
1630208,"Nick Richards",5.8,5.1,0.3,0.2,0.7,1.2
1641733,"Nick Smith Jr.",6.2,0.8,1,0.3,0.1,0.7
1629638,"Nickeil Alexander-Walker",20.8,3.4,3.7,1.3,0.5,2.1
201587,"Nicolas Batum",4,2.5,0.9,0.6,0.3,0.5
1628502,"Nigel Hayes-Davis",1.3,1.2,0.3,0.3,0.1,0.3
203999,"Nikola Jokić",27.7,12.9,10.7,1.4,0.8,3.7
1631107,"Nikola Jović",7.3,3.3,2.2,0.6,0.4,1.4
1642260,"Nikola Topić",5.2,1.9,4.4,0.5,0,2.5
202696,"Nikola Vučević",15.1,8.4,3.3,0.6,0.6,1.3
1642363,"Nique Clifford",8.6,3.8,2.4,0.9,0.3,1.5
1642855,"Noa Essengue",0,0,0,0.5,0,0
1641730,"Noah Clowney",12.3,4.1,1.6,0.8,0.7,1.5
1642869,"Noah Penda",3.8,3.2,1.2,0.5,0.3,0.7
1642849,"Nolan Traore",8.9,1.8,3.8,0.8,0.4,2.3
1641807,"Norchad Omier",2.8,1.2,0.3,0.2,0,0
1626181,"Norman Powell",21.7,3.5,2.5,1.1,0.2,1.9
1628384,"OG Anunoby",16.7,5.2,2.2,1.6,0.7,1.8
1630167,"Obi Toppin",11.6,4.4,2.3,0.5,0,1.2
1630534,"Ochai Agbaji",5.1,2.3,0.8,0.4,0.3,0.5
1630846,"Olivier Sarr",3.5,2.8,1.3,0.5,0.8,0.5
1641765,"Olivier-Maxence Prosper",10,3.5,1,0.8,0.2,0.9
1630209,"Omer Yurtseven",3.8,3.3,0.9,0.2,0.1,1
1630168,"Onyeka Okongwu",15.2,7.6,3.1,1.1,1.1,1.7
1631115,"Orlando Robinson",1.8,1,0.8,0.3,0,0
1631131,"Oscar Tshiebwe",7.8,6.6,1.2,0.6,0.2,0.8
1642345,"Oso Ighodaro",6.5,5.1,2.3,0.9,0.7,1.2
1631172,"Ousmane Dieng",7.6,3.2,2.4,0.4,0.3,1.3
1629023,"P.J. Washington",14.2,7,1.8,1,1.1,1.7
1641790,"PJ Hall",4.5,3.9,0.5,0.2,0.5,0.8
1642359,"Pacôme Dadiet",1.7,0.9,0.4,0.1,0,0.1
1631094,"Paolo Banchero",22.2,8.4,5.2,0.7,0.6,3.1
1627783,"Pascal Siakam",24,6.6,3.8,1.1,0.4,2.2
1626192,"Pat Connaughton",2.6,1.5,0.4,0.3,0,0.3
1630311,"Pat Spencer",7.2,2.4,3.5,0.7,0.1,1.3
1631116,"Patrick Baldwin Jr.",3.7,2.6,0.6,0.3,0.6,0.6
1630172,"Patrick Williams",7,3,1.5,0.7,0.4,1
202331,"Paul George",17.3,5.3,3.6,1.7,0.4,1.7
1630194,"Paul Reed",7.8,4.5,1.2,0.9,0.9,0.9
1630202,"Payton Pritchard",17,3.9,5.2,0.7,0.1,1.4
1642362,"Payton Sandfort",8.8,2.5,0,0.3,0,0.3
1641796,"Pelle Larsson",11.4,3.5,3.4,0.7,0.2,1.4
1631250,"Pete Nance",5.4,2.7,1,0.3,0.3,0.6
1631212,"Peyton Watson",14.6,4.9,2.1,0.9,1.1,1.7
1630173,"Precious Achiuwa",10.1,6.7,1.4,0.9,0.7,0.9
1629656,"Quentin Grimes",13.4,3.6,3.3,0.9,0.4,1.8
1631245,"Quenton Jackson",9.1,2.3,2.9,0.6,0.1,1.3
1642366,"Quinten Post",7.7,4,1.4,0.4,0.5,0.8
1629628,"RJ Barrett",19.3,5.3,3.3,0.7,0.3,1.7
1642853,"Rasheer Fleming",4.3,2.3,0.3,0.4,0.4,0.5
1642484,"RayJ Dennis",4.4,1.5,1.9,0.2,0.2,1
1641712,"Rayan Rupert",5.2,2.9,1.1,0.9,0.1,0.9
1642263,"Reed Sheppard",13.5,2.9,3.4,1.5,0.7,1.5
1642434,"Riley Minix",3.9,0.7,0.6,0.2,0.1,0.3
1642265,"Rob Dillingham",6.3,2,2.2,0.7,0.1,1.5
1629057,"Robert Williams III",6.7,7,1,0.6,1.5,0.8
1642911,"Rocco Zikarsky",2.8,2.8,0.4,0,1,0.2
1631199,"Ron Harper Jr.",4.2,1.7,0.8,0.3,0.3,0.3
1641842,"Ronald Holland II",8.2,4,1.2,1.2,0.3,1.2
1626220,"Royce O'Neale",9.8,4.8,2.7,1.1,0.4,1.3
203497,"Rudy Gobert",10.9,11.5,1.7,0.8,1.6,1.4
1629060,"Rui Hachimura",11.5,3.3,0.8,0.6,0.3,0.6
201566,"Russell Westbrook",15.2,5.4,6.7,1.3,0.2,3.3
1642346,"Ryan Dunn",5.8,4.2,1.5,0.9,0.4,0.8
1641750,"Ryan Kalkbrenner",7.6,5.5,0.8,0.5,1.5,0.9
1642948,"Ryan Nembhard",6.6,2.2,5.3,0.4,0,1.4
1631157,"Ryan Rollins",17.3,4.6,5.6,1.5,0.4,2.7
1630180,"Saddiq Bey",17.7,5.6,2.5,0.9,0.1,0.9
1630573,"Sam Hauser",9.2,3.8,1.5,0.5,0.3,0.4
1630241,"Sam Merrill",12.8,2.6,2.4,0.6,0.1,0.8
1630572,"Sandro Mamukelashvili",11.2,4.9,1.9,0.8,0.5,0.8
1630583,"Santi Aldama",14,6.7,2.9,0.9,0.7,1.3
1630703,"Scoot Henderson",14.2,2.7,3.7,0.9,0.3,2.4
1630567,"Scottie Barnes",18.1,7.5,5.9,1.4,1.5,2.6
1630590,"Scotty Pippen Jr.",11.4,2.2,4.7,1.9,0.4,2.7
1642951,"Sean Pedulla",1.9,0.4,0.7,0,0,0.1
203552,"Seth Curry",7.1,1.2,1,0.3,0,0.2
1631101,"Shaedon Sharpe",20.8,4.3,2.6,1.4,0.1,2.9
1628983,"Shai Gilgeous-Alexander",31.1,4.3,6.6,1.4,0.8,2.2
1630536,"Sharife Cooper",8.1,2.1,3,0.4,0.1,1.5
1631321,"Sidy Cissoko",5.1,2.2,1.5,0.7,0.3,0.9
1631323,"Simone Fontecchio",8.5,3,1.4,0.5,0.1,0.7
1642883,"Sion James",5.4,3.5,2,0.6,0.2,0.8
1627746,"Skal Labissiere",4.3,3,1,0.7,0.3,0.3
1642461,"Spencer Jones",5.5,3.3,0.8,0.8,0.5,0.5
1630649,"Stanley Umude",1,0,0.5,0.5,0,0
201939,"Stephen Curry",26.6,3.6,4.7,1.1,0.4,2.8
1642264,"Stephon Castle",16.7,5.3,7.4,1.1,0.3,3.2
203500,"Steven Adams",5.8,8.6,1.5,0.7,0.6,1.1
1629004,"Svi Mykhailiuk",9.4,2.5,1.9,0.5,0.1,0.8
204456,"T.J. McConnell",9.4,2.2,5.1,1,0.2,1.1
1643007,"Taelon Peter",4.5,1.6,1.1,0.7,0.1,0.7
201959,"Taj Gibson",3.4,2.7,0.6,0.2,0.1,0.1
1631106,"Tari Eason",10.5,6.3,1.5,1.2,0.5,1.4
1627752,"Taurean Prince",9.2,3.1,1.8,0.6,0.2,1.2
1641707,"Taylor Hendricks",7.4,3.7,0.9,0.8,0.5,0.8
1629611,"Terance Mann",7.2,3.2,3,0.7,0.2,1.1
1630545,"Terrence Shannon Jr.",5.6,1.1,0.9,0.3,0,0.6
203648,"Thanasis Antetokounmpo",1.4,0.9,0.4,0.4,0.2,0.3
1628418,"Thomas Bryant",6.2,3.4,0.6,0.3,0.4,0.5
1642275,"Tidjane Salaün",6,4,0.7,0.4,0.2,0.7
203501,"Tim Hardaway Jr.",13.5,2.6,1.4,0.5,0.1,0.5
202699,"Tobias Harris",13.3,5.1,2.5,0.9,0.4,1
1643253,"Toby Okani",10,3.5,1,0.7,0.5,0.5
1642449,"Tolu Smith",3.7,3.3,0.9,0.1,0.4,0.5
1628396,"Tony Bradley",4,2.8,0.5,0.1,0.2,0.4
1641787,"Tosan Evbuomwan",0,0.4,0,0,0,0
1641739,"Toumani Camara",13.4,5.1,2.5,1.1,0.4,1.8
1629027,"Trae Young",17.9,2,8,0.9,0.1,2.6
1631218,"Trayce Jackson-Davis",3.4,2.7,0.7,0.3,0.5,0.4
1642848,"Tre Johnson",12.2,2.8,2,0.6,0.3,1.6
1630200,"Tre Jones",14.1,3.1,5.4,1.2,0.2,1.4
1630544,"Tre Mann",5.5,1.7,1.6,0.5,0.1,1
1630570,"Trendon Watford",6.5,3.3,2.5,0.3,0.4,1.2
1642280,"Trentyn Flowers",2,0.5,0.5,0,0,0.5
1630286,"Trevon Scott",8,5.2,1.7,1.3,0.8,0.7
1631211,"Trevor Keels",1,0.3,0,0.1,0,0
1641725,"Trey Alexander",5.2,1.2,1,0.7,0.2,0.3
1641998,"Trey Jemison III",1,1.4,0.4,0.1,0.2,0.8
1630530,"Trey Murphy III",21.5,5.7,3.8,1.5,0.4,1.8
1642400,"Tristan Enaruna",4.1,1.6,0.8,0.6,0,0.3
1641774,"Tristan Vukcevic",9,3,1.1,0.5,0.7,1.3
1641783,"Tristan da Silva",9.9,3.7,1.6,0.9,0.3,0.9
1641803,"Tristen Newton",12,3,0,1,0,0
1629660,"Ty Jerome",19.7,2.8,5.7,1.1,0.3,1.8
1631102,"TyTy Washington Jr.",1.3,0.4,1.1,0.4,0.2,0.2
1631174,"Tyler Burton",10.8,4.2,1,0.9,0.3,0.9
1629639,"Tyler Herro",20.5,4.8,4.1,0.7,0.4,1.9
1642278,"Tyler Kolek",4.4,1.6,2.7,0.4,0.1,0.9
1641890,"Tyler Smith",4.7,2.8,0.4,0.5,0,0.5
1631213,"Tyrese Martin",6.3,2.5,1.7,0.5,0.1,0.9
1630178,"Tyrese Maxey",28.3,4.1,6.6,1.9,0.8,2.4
1642878,"Tyrese Proctor",5.4,1.3,1.5,0.5,0,0.8
1630623,"Tyson Etienne",7.9,1.1,1.7,0.5,0,0.7
1626145,"Tyus Jones",3,1.1,2.4,0.6,0,0.4
1642845,"VJ Edgecombe",16,5.6,4.2,1.4,0.5,1.8
1641705,"Victor Wembanyama",25,11.5,3.1,1,3.1,2.4
1631246,"Vince Williams Jr.",7.5,3.9,4.2,0.7,0.4,1.8
1642884,"Vladislav Goldin",0.8,1,0.3,0,0.3,0.3
1630249,"Vít Krejčí",8.5,2.3,1.5,0.7,0.3,0.6
1631117,"Walker Kessler",14.4,10.8,3,1.4,1.8,3.2
1642383,"Walter Clayton Jr.",7.8,2,4,0.6,0.3,1.7
1628976,"Wendell Carter Jr.",11.8,7.4,2,0.8,0.6,1.3
1631111,"Wendell Moore Jr.",1.7,1,0.7,0.3,0.3,0.2
1642954,"Will Richard",6.4,2.5,1.3,1.2,0.1,0.8
1642860,"Will Riley",10.3,2.9,2,0.7,0.1,1.3
1630214,"Xavier Tillman",1.5,1.4,0.4,0.3,0.2,0.3
1642905,"Yang Hansen",2.2,1.5,0.5,0.1,0.2,0.7
1642949,"Yanic Konan Niederhäuser",4.3,2.9,0.3,0.1,0.7,0.6
1642530,"Yuki Kawamura",3.4,1.8,2.6,0.5,0,0.8
1642274,"Yves Missi",5.7,5.8,1.3,0.3,1.5,0.8
1642258,"Zaccharie Risacher",9.6,3.8,1.1,0.9,0.5,0.9
1628380,"Zach Collins",9.7,5.6,1.5,0.2,0.4,1
1641744,"Zach Edey",13.6,11.1,1.1,0.6,1.9,2.4
203897,"Zach LaVine",19.2,2.8,2.3,0.7,0.3,1.9
1630192,"Zeke Nnaji",3.7,2.6,0.6,0.3,0.5,0.5
1630533,"Ziaire Williams",10.2,2.4,1.1,1.4,0.4,1.1
1629627,"Zion Williamson",21,5.7,3.2,1,0.5,2
1642389,"Zyon Pullin",4.6,0.6,1.8,0.2,0,0.6
